id,module_id,code,question_type,Text Quesiton,Image Question,questions_image,Answer,question_order_text,question_graph_content,Seq,Difficulty,points_earned,translatable,status,created_by,updated_by,deleted_by
36464,712,1134037,FIB,How many bees do you see in the picture?,module1132al.png,module1132al.png,"{""type"":1,""answer"":[{""value"":32,""type"":""int""}]}",,,17,2,1,1,Enabled,,,
36465,712,1134038,FIB,How many lions do you see in the picture?,module1132am.png,module1132am.png,"{""type"":1,""answer"":[{""value"":21,""type"":""int""}]}",,,18,2,1,1,Enabled,,,
36466,712,1134039,FIB,How many waffles do you see in the picture?,module1132an.png,module1132an.png,"{""type"":1,""answer"":[{""value"":42,""type"":""int""}]}",,,19,2,1,1,Enabled,,,
36467,712,1134040,FIB,How many owls do you see in the picture?,module1132ao.png,module1132ao.png,"{""type"":1,""answer"":[{""value"":38,""type"":""int""}]}",,,20,2,1,1,Enabled,,,
36468,712,1134041,FIB,How many waffles do you see in the picture?,module1132ap.png,module1132ap.png,"{""type"":1,""answer"":[{""value"":23,""type"":""int""}]}",,,1,3,1,1,Enabled,,,
36469,712,1134042,FIB,How many bunches of grapes do you see in the picture?,module1132aq.png,module1132aq.png,"{""type"":1,""answer"":[{""value"":34,""type"":""int""}]}",,,2,3,1,1,Enabled,,,
36470,712,1134043,FIB,How many fish do you see in the picture?,module1132ar.png,module1132ar.png,"{""type"":1,""answer"":[{""value"":39,""type"":""int""}]}",,,3,3,1,1,Enabled,,,
36471,712,1134044,FIB,How many  circus lions do you see in the picture?,module1132as.png,module1132as.png,"{""type"":1,""answer"":[{""value"":23,""type"":""int""}]}",,,4,3,1,1,Enabled,,,
36472,712,1134045,FIB,How many pingpong bats and balls do you see in the picture?,module1132at.png,module1132at.png,"{""type"":1,""answer"":[{""value"":31,""type"":""int""}]}",,,5,3,1,1,Enabled,,,
36473,712,1134046,FIB,How many circles do you see in the picture?,module1132au.png,module1132au.png,"{""type"":1,""answer"":[{""value"":50,""type"":""int""}]}",,,6,3,1,1,Enabled,,,
36474,712,1134047,FIB,How many robots do you see in the picture?,module1132av.png,module1132av.png,"{""type"":1,""answer"":[{""value"":37,""type"":""int""}]}",,,7,3,1,1,Enabled,,,
36475,712,1134048,FIB,How many octopus do you see in the picture?,module1132aw.png,module1132aw.png,"{""type"":1,""answer"":[{""value"":47,""type"":""int""}]}",,,8,3,1,1,Enabled,,,
36476,712,1134049,FIB,How many fish do you see in the picture?,module1132ax.png,module1132ax.png,"{""type"":1,""answer"":[{""value"":43,""type"":""int""}]}",,,9,3,1,1,Enabled,,,
36477,712,1134050,FIB,How many turtles do you see in the picture?,module1132ay.png,module1132ay.png,"{""type"":1,""answer"":[{""value"":51,""type"":""int""}]}",,,10,3,1,1,Enabled,,,
36478,712,1134051,FIB,How many pieces of cake do you see in the picture?,module1132az.png,module1132az.png,"{""type"":1,""answer"":[{""value"":30,""type"":""int""}]}",,,11,3,1,1,Enabled,,,
36479,712,1134052,FIB,How many sheep do you see in the picture?,module1132ba.png,module1132ba.png,"{""type"":1,""answer"":[{""value"":57,""type"":""int""}]}",,,12,3,1,1,Enabled,,,
36480,712,1134053,FIB,How many crabs do you see in the picture?,module1132bb.png,module1132bb.png,"{""type"":1,""answer"":[{""value"":40,""type"":""int""}]}",,,13,3,1,1,Enabled,,,
36481,712,1134054,FIB,How many camels do you see in the picture?,module1132bc.png,module1132bc.png,"{""type"":1,""answer"":[{""value"":50,""type"":""int""}]}",,,14,3,1,1,Enabled,,,
36482,712,1134055,FIB,How many robots do you see in the picture?,module1132bd.png,module1132bd.png,"{""type"":1,""answer"":[{""value"":45,""type"":""int""}]}",,,15,3,1,1,Enabled,,,
36483,712,1134056,FIB,How many owls do you see in the picture?,module1132be.png,module1132be.png,"{""type"":1,""answer"":[{""value"":55,""type"":""int""}]}",,,16,3,1,1,Enabled,,,
36484,712,1134057,FIB,How many fish do you see in the picture?,module1132bf.png,module1132bf.png,"{""type"":1,""answer"":[{""value"":80,""type"":""int""}]}",,,17,3,1,1,Enabled,,,
36485,712,1134058,FIB,How many waffles do you see in the picture?,module1132bg.png,module1132bg.png,"{""type"":1,""answer"":[{""value"":60,""type"":""int""}]}",,,18,3,1,1,Enabled,,,
36486,712,1134059,FIB,How many owls do you see in the picture?,module1132bh.png,module1132bh.png,"{""type"":1,""answer"":[{""value"":65,""type"":""int""}]}",,,19,3,1,1,Enabled,,,
36487,712,1134060,FIB,How many worms do you see in the picture?,module1132bi.png,module1132bi.png,"{""type"":1,""answer"":[{""value"":41,""type"":""int""}]}",,,20,3,1,1,Enabled,,,
36488,713,1134061,FIB,Add up all the cars in the picture.,module1133a.png,module1133a.png,"{""type"":1,""answer"":[{""value"":9,""type"":""int""}]}",,,1,1,1,1,Enabled,,,
36489,713,1134062,FIB,What is the total number of pizzas in the picture?,module1133b.png,module1133b.png,"{""type"":1,""answer"":[{""value"":8,""type"":""int""}]}",,,2,1,1,1,Enabled,,,
36490,713,1134063,FIB,How many tigers and worms do you see?,module1133c.png,module1133c.png,"{""type"":1,""answer"":[{""value"":20,""type"":""int""}]}",,,3,1,1,1,Enabled,,,
36491,713,1134064,FIB,How many lions and caterpillars do you see?,module1133d.png,module1133d.png,"{""type"":1,""answer"":[{""value"":14,""type"":""int""}]}",,,4,1,1,1,Enabled,,,
36492,713,1134065,FIB,How many lions and caterpillars do you see?,module1133e.png,module1133e.png,"{""type"":1,""answer"":[{""value"":12,""type"":""int""}]}",,,5,1,1,1,Enabled,,,
36493,713,1134066,FIB,How many sea creatures are there in the picture?,module1133f.png,module1133f.png,"{""type"":1,""answer"":[{""value"":8,""type"":""int""}]}",,,6,1,1,1,Enabled,,,
36494,713,1134067,FIB,How many dogs can you count in the picture?,module1133g.png,module1133g.png,"{""type"":1,""answer"":[{""value"":14,""type"":""int""}]}",,,7,1,1,1,Enabled,,,
36495,713,1134068,FIB,How many cats can you count in the picture?,module1133h.png,module1133h.png,"{""type"":1,""answer"":[{""value"":10,""type"":""int""}]}",,,8,1,1,1,Enabled,,,
36496,713,1134069,FIB,How many cakes and waffles do you see in the picture?,module1133i.png,module1133i.png,"{""type"":1,""answer"":[{""value"":16,""type"":""int""}]}",,,9,1,1,1,Enabled,,,
36497,713,1134070,FIB,Count the shapes in the picture,module1133j.png,module1133j.png,"{""type"":1,""answer"":[{""value"":6,""type"":""int""}]}",,,10,1,1,1,Enabled,,,
36498,713,1134071,FIB,Addup all the circus animals in the picture,module1133k.png,module1133k.png,"{""type"":1,""answer"":[{""value"":19,""type"":""int""}]}",,,11,1,1,1,Enabled,,,
36499,713,1134072,FIB,Add all the camels in the picture,module1133l.png,module1133l.png,"{""type"":1,""answer"":[{""value"":15,""type"":""int""}]}",,,12,1,1,1,Enabled,,,
36500,713,1134073,FIB,What is the total number of balls in the picture?,module1133m.png,module1133m.png,"{""type"":1,""answer"":[{""value"":18,""type"":""int""}]}",,,13,1,1,1,Enabled,,,
36501,713,1134074,FIB,What is the total number of flowers in the picture?,module1133n.png,module1133n.png,"{""type"":1,""answer"":[{""value"":15,""type"":""int""}]}",,,14,1,1,1,Enabled,,,
36502,713,1134075,FIB,Count the number of children in the picture,module1133o.png,module1133o.png,"{""type"":1,""answer"":[{""value"":11,""type"":""int""}]}",,,15,1,1,1,Enabled,,,
36503,713,1134076,FIB,How many waffles do you see in the picture?,module1133p.png,module1133p.png,"{""type"":1,""answer"":[{""value"":16,""type"":""int""}]}",,,16,1,1,1,Enabled,,,
36504,713,1134077,FIB,How many shapes are there in the picture?,module1133q.png,module1133q.png,"{""type"":1,""answer"":[{""value"":11,""type"":""int""}]}",,,17,1,1,1,Enabled,,,
36505,713,1134078,FIB,How many horses are there in the picture?,module1133r.png,module1133r.png,"{""type"":1,""answer"":[{""value"":17,""type"":""int""}]}",,,18,1,1,1,Enabled,,,
36506,713,1134079,FIB,How many star are there?,module1133s.png,module1133s.png,"{""type"":1,""answer"":[{""value"":16,""type"":""int""}]}",,,19,1,1,1,Enabled,,,
36507,713,1134080,FIB,Count the number of rockets in the picture,module1133t.png,module1133t.png,"{""type"":1,""answer"":[{""value"":8,""type"":""int""}]}",,,20,1,1,1,Enabled,,,
36508,713,1134081,FIB,How many cheesecakes do you see in the picture?,module1133u.png,module1133u.png,"{""type"":1,""answer"":[{""value"":27,""type"":""int""}]}",,,1,2,1,1,Enabled,,,
36509,713,1134082,FIB,How many owls are there in the picture?,module1133v.png,module1133v.png,"{""type"":1,""answer"":[{""value"":24,""type"":""int""}]}",,,2,2,1,1,Enabled,,,
36510,713,1134083,FIB,Add all the bees together,module1133x.png,module1133x.png,"{""type"":1,""answer"":[{""value"":32,""type"":""int""}]}",,,3,2,1,1,Enabled,,,
36511,713,1134084,FIB,How many insects do you see?,module1133y.png,module1133y.png,"{""type"":1,""answer"":[{""value"":23,""type"":""int""}]}",,,4,2,1,1,Enabled,,,
36512,713,1134085,FIB,How many insects do you see?,module1133z.png,module1133z.png,"{""type"":1,""answer"":[{""value"":24,""type"":""int""}]}",,,5,2,1,1,Enabled,,,
36513,713,1134086,FIB,How many worns are there?,module1133aa.png,module1133aa.png,"{""type"":1,""answer"":[{""value"":56,""type"":""int""}]}",,,6,2,1,1,Enabled,,,
36514,713,1134087,FIB,How many robots are there in the picture?,module1133ab.png,module1133ab.png,"{""type"":1,""answer"":[{""value"":34,""type"":""int""}]}",,,7,2,1,1,Enabled,,,
36515,713,1134088,FIB,Add up all the altheletic equipment in the picture,module1133ac.png,module1133ac.png,"{""type"":1,""answer"":[{""value"":35,""type"":""int""}]}",,,8,2,1,1,Enabled,,,
36516,713,1134089,FIB,Count all the circus lions in the picture,module1133ad.png,module1133ad.png,"{""type"":1,""answer"":[{""value"":46,""type"":""int""}]}",,,9,2,1,1,Enabled,,,
36517,713,1134090,FIB,Add up all the flamingos in the picture,module1133ae.png,module1133ae.png,"{""type"":1,""answer"":[{""value"":63,""type"":""int""}]}",,,10,2,1,1,Enabled,,,
36518,713,1134091,FIB,How many crab do you see in the picture?,module1133af.png,module1133af.png,"{""type"":1,""answer"":[{""value"":55,""type"":""int""}]}",,,11,2,1,1,Enabled,,,
36519,713,1134092,FIB,Count all the tigers in the picture,module1133ag.png,module1133ag.png,"{""type"":1,""answer"":[{""value"":56,""type"":""int""}]}",,,12,2,1,1,Enabled,,,
36520,713,1134093,FIB,Add up all the robots in the picture,module1133ah.png,module1133ah.png,"{""type"":1,""answer"":[{""value"":43,""type"":""int""}]}",,,13,2,1,1,Enabled,,,
36521,713,1134094,FIB,How many sheep do you see?,module1133ai.png,module1133ai.png,"{""type"":1,""answer"":[{""value"":57,""type"":""int""}]}",,,14,2,1,1,Enabled,,,
36522,713,1134095,FIB,Count all the circus lions in the picture,module1133aj.png,module1133aj.png,"{""type"":1,""answer"":[{""value"":50,""type"":""int""}]}",,,15,2,1,1,Enabled,,,
36523,713,1134096,FIB,Add up all the goats in the picture,module1133ak.png,module1133ak.png,"{""type"":1,""answer"":[{""value"":64,""type"":""int""}]}",,,16,2,1,1,Enabled,,,
36524,713,1134097,FIB,Count up all the rockets and robots in the picture,module1133al.png,module1133al.png,"{""type"":1,""answer"":[{""value"":93,""type"":""int""}]}",,,17,2,1,1,Enabled,,,
36525,713,1134098,FIB,Count up all the rockets and robots in the picture,module1133am.png,module1133am.png,"{""type"":1,""answer"":[{""value"":100,""type"":""int""}]}",,,18,2,1,1,Enabled,,,
36526,713,1134099,FIB,How many tigers do you see in the picture?,module1133an.png,module1133an.png,"{""type"":1,""answer"":[{""value"":69,""type"":""int""}]}",,,19,2,1,1,Enabled,,,
36527,713,1134100,FIB,How many flamingos do you see?,module1133ao.png,module1133ao.png,"{""type"":1,""answer"":[{""value"":70,""type"":""int""}]}",,,20,2,1,1,Enabled,,,
36528,713,1134101,FIB,How many owls do you need to add to get to 25?,module1133ap.png,module1133ap.png,"{""type"":1,""answer"":[{""value"":12,""type"":""int""}]}",,,1,3,1,1,Enabled,,,
36529,713,1134102,FIB,How many robots do we need to add to get to 45?,module1133aq.png,module1133aq.png,"{""type"":1,""answer"":[{""value"":15,""type"":""int""}]}",,,2,3,1,1,Enabled,,,
36530,713,1134103,FIB,Add ____ tigers to get to 50,module1133ar.png,module1133ar.png,"{""type"":1,""answer"":[{""value"":25,""type"":""int""}]}",,,3,3,1,1,Enabled,,,
36531,713,1134104,FIB,How many houses to we need to add to get a total of 25?,module1133as.png,module1133as.png,"{""type"":1,""answer"":[{""value"":20,""type"":""int""}]}",,,4,3,1,1,Enabled,,,
36532,713,1134105,FIB,Add ___ flamingos to get a total of 35,module1133at.png,module1133at.png,"{""type"":1,""answer"":[{""value"":14,""type"":""int""}]}",,,5,3,1,1,Enabled,,,
36533,713,1134106,FIB,"How many balls do we need to add to get a total of 30 balls, and bats?",module1133au.png,module1133au.png,"{""type"":1,""answer"":[{""value"":16,""type"":""int""}]}",,,6,3,1,1,Enabled,,,
36534,713,1134107,FIB,Add ___ cheesecakes to get a total of 30,module1133av.png,module1133av.png,"{""type"":1,""answer"":[{""value"":15,""type"":""int""}]}",,,7,3,1,1,Enabled,,,
36535,713,1134108,FIB,How many more caterpillars need to crawl into the garden to make a total of 25?,module1133aw.png,module1133aw.png,"{""type"":1,""answer"":[{""value"":14,""type"":""int""}]}",,,8,3,1,1,Enabled,,,
36536,713,1134109,FIB,Add ______ stoves to get a total of 30.,module1133ax.png,module1133ax.png,"{""type"":1,""answer"":[{""value"":17,""type"":""int""}]}",,,9,3,1,1,Enabled,,,
36537,713,1134110,FIB,How many more goats do we need to get a total of 60?,module1133ay.png,module1133ay.png,"{""type"":1,""answer"":[{""value"":36,""type"":""int""}]}",,,10,3,1,1,Enabled,,,
36538,713,1134111,FIB,"We need to add dresses to the mix, how many do we need to add to get a total of 32 jackets and dresses?",module1133az.png,module1133az.png,"{""type"":1,""answer"":[{""value"":14,""type"":""int""}]}",,,11,3,1,1,Enabled,,,
36539,713,1134112,FIB,Add ___ worms to get to 53,module1133ba.png,module1133ba.png,"{""type"":1,""answer"":[{""value"":25,""type"":""int""}]}",,,12,3,1,1,Enabled,,,
36540,713,1134113,FIB,"To get to a total of 44, ____ more bees need to fly into the garden",module1133bb.png,module1133bb.png,"{""type"":1,""answer"":[{""value"":29,""type"":""int""}]}",,,13,3,1,1,Enabled,,,
36541,713,1134114,FIB,"They are picking bananas.  In total, they need 42, how many more should be picked?",module1133bc.png,module1133bc.png,"{""type"":1,""answer"":[{""value"":12,""type"":""int""}]}",,,14,3,1,1,Enabled,,,
36542,713,1134115,FIB,Crabs are everywhere.  How many more are needed to get to 60?,module1133bd.png,module1133bd.png,"{""type"":1,""answer"":[{""value"":35,""type"":""int""}]}",,,15,3,1,1,Enabled,,,
36543,713,1134116,FIB,"There is 24 fruit in the basket.  We need 41, how many do we need to add?",module1133be.png,module1133be.png,"{""type"":1,""answer"":[{""value"":17,""type"":""int""}]}",,,16,3,1,1,Enabled,,,
36544,713,1134117,FIB,"We want to add rockets to get a total of 89 rockets and robots, how many do we need?",module1133bf.png,module1133bf.png,"{""type"":1,""answer"":[{""value"":44,""type"":""int""}]}",,,17,3,1,1,Enabled,,,
36545,713,1134118,FIB,Add ___ animals to have a total of 55 at the zoo,module1133bg.png,module1133bg.png,"{""type"":1,""answer"":[{""value"":25,""type"":""int""}]}",,,18,3,1,1,Enabled,,,
36546,713,1134119,FIB,"There are 40 flowers in the field.  We need 63, how many more do we need to plant.",module1133bh.png,module1133bh.png,"{""type"":1,""answer"":[{""value"":23,""type"":""int""}]}",,,19,3,1,1,Enabled,,,
36547,713,1134120,FIB,Add ____ to get a total of 47 boats in the harbor,module1133bi.png,module1133bi.png,"{""type"":1,""answer"":[{""value"":29,""type"":""int""}]}",,,20,3,1,1,Enabled,,,
36548,714,1134121,FIB,Subtract: ,module1134a.png,module1134a.png,"{""type"":1,""answer"":[{""value"":2,""type"":""int""}]}",,,1,1,1,1,Enabled,,,
36549,714,1134122,FIB,How many horses will be left?,module1134b.png,module1134b.png,"{""type"":1,""answer"":[{""value"":6,""type"":""int""}]}",,,2,1,1,1,Enabled,,,
36550,714,1134123,FIB,Subtract three cars from the six cars,module1134c.png,module1134c.png,"{""type"":1,""answer"":[{""value"":3,""type"":""int""}]}",,,3,1,1,1,Enabled,,,
36551,714,1134124,FIB,Subtract: ,module1134d.png,module1134d.png,"{""type"":1,""answer"":[{""value"":6,""type"":""int""}]}",,,4,1,1,1,Enabled,,,
36552,714,1134125,FIB,How many dogs are left?,module1134e.png,module1134e.png,"{""type"":1,""answer"":[{""value"":2,""type"":""int""}]}",,,5,1,1,1,Enabled,,,
36553,714,1134126,FIB,How many robots are left?,module1134f.png,module1134f.png,"{""type"":1,""answer"":[{""value"":6,""type"":""int""}]}",,,6,1,1,1,Enabled,,,
36554,714,1134127,FIB,What is the result of the subtraction?,module1134g.png,module1134g.png,"{""type"":1,""answer"":[{""value"":8,""type"":""int""}]}",,,7,1,1,1,Enabled,,,
36555,714,1134128,FIB,Subtract,module1134h.png,module1134h.png,"{""type"":1,""answer"":[{""value"":12,""type"":""int""}]}",,,8,1,1,1,Enabled,,,
36556,714,1134129,FIB,What is the result of the subtraction?,module1134i.png,module1134i.png,"{""type"":1,""answer"":[{""value"":8,""type"":""int""}]}",,,9,1,1,1,Enabled,,,
36557,714,1134130,FIB,How many worms are left?,module1134j.png,module1134j.png,"{""type"":1,""answer"":[{""value"":12,""type"":""int""}]}",,,10,1,1,1,Enabled,,,
36558,714,1134131,FIB,How many camels will be left?,module1134k.png,module1134k.png,"{""type"":1,""answer"":[{""value"":5,""type"":""int""}]}",,,11,1,1,1,Enabled,,,
36559,714,1134132,FIB,How many left if we take 3 rockets away?,module1134l.png,module1134l.png,"{""type"":1,""answer"":[{""value"":2,""type"":""int""}]}",,,12,1,1,1,Enabled,,,
36560,714,1134133,FIB,Subtract 16 goats from 24,module1134m.png,module1134m.png,"{""type"":1,""answer"":[{""value"":8,""type"":""int""}]}",,,13,1,1,1,Enabled,,,
36561,714,1134134,FIB,How many owls are left?,module1134n.png,module1134n.png,"{""type"":1,""answer"":[{""value"":8,""type"":""int""}]}",,,14,1,1,1,Enabled,,,
36562,714,1134135,FIB,Subtract 6 bees from the 10,module1134o.png,module1134o.png,"{""type"":1,""answer"":[{""value"":4,""type"":""int""}]}",,,15,1,1,1,Enabled,,,
36563,714,1134136,FIB,Take 4 lions away and you have ______,module1134p.png,module1134p.png,"{""type"":1,""answer"":[{""value"":6,""type"":""int""}]}",,,16,1,1,1,Enabled,,,
36564,714,1134137,FIB,How many horses are left?,module1134q.png,module1134q.png,"{""type"":1,""answer"":[{""value"":6,""type"":""int""}]}",,,17,1,1,1,Enabled,,,
36565,714,1134138,FIB,Subtract 5 test tube sets from the 12,module1134r.png,module1134r.png,"{""type"":1,""answer"":[{""value"":7,""type"":""int""}]}",,,18,1,1,1,Enabled,,,
36566,714,1134139,FIB,Subtract,module1134s.png,module1134s.png,"{""type"":1,""answer"":[{""value"":6,""type"":""int""}]}",,,19,1,1,1,Enabled,,,
36567,714,1134140,FIB,How many owls are left?,module1134t.png,module1134t.png,"{""type"":1,""answer"":[{""value"":7,""type"":""int""}]}",,,20,1,1,1,Enabled,,,
36568,714,1134141,FIB,How many pizzas are left when we take 6 away?,module1134u.png,module1134u.png,"{""type"":1,""answer"":[{""value"":12,""type"":""int""}]}",,,1,2,1,1,Enabled,,,
36569,714,1134142,FIB,How many circus dogs are left?,module1134v.png,module1134v.png,"{""type"":1,""answer"":[{""value"":17,""type"":""int""}]}",,,2,2,1,1,Enabled,,,
36570,714,1134143,FIB,Subtract 23 from the 30 sheep,module1134w.png,module1134w.png,"{""type"":1,""answer"":[{""value"":7,""type"":""int""}]}",,,3,2,1,1,Enabled,,,
36571,714,1134144,FIB,If we take 12 from 32 we get?,module1134x.png,module1134x.png,"{""type"":1,""answer"":[{""value"":20,""type"":""int""}]}",,,4,2,1,1,Enabled,,,
36572,714,1134145,FIB,How many robots will be left?,module1134y.png,module1134y.png,"{""type"":1,""answer"":[{""value"":5,""type"":""int""}]}",,,5,2,1,1,Enabled,,,
36573,714,1134146,FIB,How many horses are left?,module1134z.png,module1134z.png,"{""type"":1,""answer"":[{""value"":7,""type"":""int""}]}",,,6,2,1,1,Enabled,,,
36574,714,1134147,FIB,How many telescopes are left?,module1134aa.png,module1134aa.png,"{""type"":1,""answer"":[{""value"":21,""type"":""int""}]}",,,7,2,1,1,Enabled,,,
36575,714,1134148,FIB,Subtract,module1134ab.png,module1134ab.png,"{""type"":1,""answer"":[{""value"":28,""type"":""int""}]}",,,8,2,1,1,Enabled,,,
36576,714,1134149,FIB,How many pizzas are left?,module1134ac.png,module1134ac.png,"{""type"":1,""answer"":[{""value"":12,""type"":""int""}]}",,,9,2,1,1,Enabled,,,
36577,714,1134150,FIB,Subtract,module1134ad.png,module1134ad.png,"{""type"":1,""answer"":[{""value"":12,""type"":""int""}]}",,,10,2,1,1,Enabled,,,
